2022-04-01 11:29:46 strips_hgn.utils.logging_setup INFO     Writing logs to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/strips_hgn.log
2022-04-01 11:30:56 lightning    INFO     
Epoch 00001: val_loss reached 5.48419 (best 4.79987), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=1-val_loss=5.4842.ckpt as top 10
2022-04-01 11:31:23 lightning    INFO     
Epoch 00002: val_loss reached 2.90725 (best 2.90725), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=2-val_loss=2.9072.ckpt as top 10
2022-04-01 11:31:50 lightning    INFO     
Epoch 00003: val_loss reached 5.05011 (best 2.90725), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=3-val_loss=5.0501.ckpt as top 10
2022-04-01 11:32:16 lightning    INFO     
Epoch 00004: val_loss reached 3.22636 (best 2.90725), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=4-val_loss=3.2264.ckpt as top 10
2022-04-01 11:32:43 lightning    INFO     
Epoch 00005: val_loss reached 1.81732 (best 1.81732), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=5-val_loss=1.8173.ckpt as top 10
2022-04-01 11:33:10 lightning    INFO     
Epoch 00006: val_loss reached 1.61812 (best 1.61812), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=6-val_loss=1.6181.ckpt as top 10
2022-04-01 11:33:37 lightning    INFO     
Epoch 00007: val_loss reached 1.45491 (best 1.45491), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=7-val_loss=1.4549.ckpt as top 10
2022-04-01 11:34:04 lightning    INFO     
Epoch 00008: val_loss reached 2.23606 (best 1.45491), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=8-val_loss=2.2361.ckpt as top 10
2022-04-01 11:34:32 lightning    INFO     
Epoch 00009: val_loss reached 1.80457 (best 1.45491), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=9-val_loss=1.8046.ckpt as top 10
2022-04-01 11:34:58 lightning    INFO     
Epoch 00010: val_loss reached 1.36168 (best 1.36168), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=10-val_loss=1.3617.ckpt as top 10
2022-04-01 11:35:25 lightning    INFO     
Epoch 00011: val_loss reached 1.74609 (best 1.36168), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=11-val_loss=1.7461.ckpt as top 10
2022-04-01 11:35:52 lightning    INFO     
Epoch 00012: val_loss reached 1.08576 (best 1.08576), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=12-val_loss=1.0858.ckpt as top 10
2022-04-01 11:36:19 lightning    INFO     
Epoch 00013: val_loss reached 1.22135 (best 1.08576), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=13-val_loss=1.2214.ckpt as top 10
2022-04-01 11:36:47 lightning    INFO     
Epoch 00014: val_loss reached 1.06500 (best 1.06500), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=14-val_loss=1.0650.ckpt as top 10
2022-04-01 11:37:14 lightning    INFO     
Epoch 00015: val_loss reached 0.86700 (best 0.86700), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=15-val_loss=0.8670.ckpt as top 10
2022-04-01 11:37:41 lightning    INFO     
Epoch 00016: val_loss reached 1.62508 (best 0.86700), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=16-val_loss=1.6251.ckpt as top 10
2022-04-01 11:38:08 lightning    INFO     
Epoch 00017: val_loss reached 1.38932 (best 0.86700), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=17-val_loss=1.3893.ckpt as top 10
2022-04-01 11:38:34 lightning    INFO     
Epoch 00018: val_loss reached 0.63694 (best 0.63694), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=18-val_loss=0.6369.ckpt as top 10
2022-04-01 11:39:01 lightning    INFO     
Epoch 00019: val_loss reached 1.50027 (best 0.63694), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=19-val_loss=1.5003.ckpt as top 10
2022-04-01 11:39:27 lightning    INFO     
Epoch 00020: val_loss reached 1.26875 (best 0.63694), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=20-val_loss=1.2688.ckpt as top 10
2022-04-01 11:39:54 lightning    INFO     
Epoch 00021: val_loss reached 0.59610 (best 0.59610), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_0/epoch=21-val_loss=0.5961.ckpt as top 10
2022-04-01 11:39:54 strips_hgn.torch_utils.lightning_callbacks INFO     Stopping training - elapsed time = 593.1757886720006s, avg time per epoch = 26.962535848727303s
2022-04-01 11:39:54 strips_hgn.torch_utils.lightning_callbacks INFO     Stopping training - elapsed time = 593.1787250130001s, avg time per epoch = 26.96266931877273s
2022-04-01 11:39:54 strips_hgn.utils.timer INFO     Timer TrainSTRIPSHGNWorkflow.TotalTime stopped. Accumulated time: 593.22683s.
2022-04-01 11:39:54 strips_hgn.utils.timer INFO     Timer RunFoldTrainingTime stopped. Accumulated time: 593.23205s. Context: {'fold_idx': 0}
2022-04-01 11:39:54 train        INFO     New best val loss found at fold 1 = 0.5960979461669922
2022-04-01 11:39:54 train        INFO     Running training workflow for fold 2 out of 5
2022-04-01 11:39:54 strips_hgn.models.strips_hgn INFO     STRIPS-HGN hparams:
{
  "global_feature_mapper": "num_nodes_and_edges",
  "hyperedge_feature_mapper": "complex",
  "node_feature_mapper": "simple",
  "receiver_k": 3,
  "sender_k": 3,
  "hidden_size": 32
}
2022-04-01 11:39:54 strips_hgn.torch_utils.lightning_callbacks INFO     Early stopping patience = 999999 epochs, max training time set to 600s
2022-04-01 11:39:54 lightning    INFO     GPU available: False, used: False
2022-04-01 11:39:54 lightning    WARNING  No environment variable for node rank defined. Set as 0.
2022-04-01 11:39:54 strips_hgn.workflows.train_strips_hgn INFO     STRIPS-HGN total number of learnable parameters: 30401
2022-04-01 11:39:54 strips_hgn.workflows.train_strips_hgn INFO     Training dataloader size: 875, Validation dataloader size: 219
2022-04-01 11:39:54 strips_hgn.workflows.train_strips_hgn INFO     Max training 600 seconds or 9999 epochs, whichever is reached first
2022-04-01 11:39:54 lightning    INFO     
   | Name                                                 | Type                           | Params
----------------------------------------------------------------------------------------------------
0  | _criterion                                           | MSELoss                        | 0     
1  | hgn                                                  | EncodeProcessDecode            | 30 K  
2  | hgn._encoder                                         | MLPGraphIndependent            | 3 K   
3  | hgn._encoder._gn                                     | GraphIndependent               | 3 K   
4  | hgn._encoder._gn._edge_model                         | Sequential                     | 1 K   
5  | hgn._encoder._gn._edge_model.0                       | Linear                         | 128   
6  | hgn._encoder._gn._edge_model.1                       | LeakyReLU                      | 0     
7  | hgn._encoder._gn._edge_model.2                       | Linear                         | 1 K   
8  | hgn._encoder._gn._edge_model.3                       | LeakyReLU                      | 0     
9  | hgn._encoder._gn._node_model                         | Sequential                     | 1 K   
10 | hgn._encoder._gn._node_model.0                       | Linear                         | 96    
11 | hgn._encoder._gn._node_model.1                       | LeakyReLU                      | 0     
12 | hgn._encoder._gn._node_model.2                       | Linear                         | 1 K   
13 | hgn._encoder._gn._node_model.3                       | LeakyReLU                      | 0     
14 | hgn._encoder._gn._global_model                       | Sequential                     | 1 K   
15 | hgn._encoder._gn._global_model.0                     | Linear                         | 96    
16 | hgn._encoder._gn._global_model.1                     | LeakyReLU                      | 0     
17 | hgn._encoder._gn._global_model.2                     | Linear                         | 1 K   
18 | hgn._encoder._gn._global_model.3                     | LeakyReLU                      | 0     
19 | hgn._core                                            | MLPGraphNetwork                | 24 K  
20 | hgn._core._gn                                        | GraphNetwork                   | 24 K  
21 | hgn._core._gn._edge_block                            | EdgeBlock                      | 15 K  
22 | hgn._core._gn._edge_block._edge_model                | Sequential                     | 15 K  
23 | hgn._core._gn._edge_block._edge_model.0              | Linear                         | 14 K  
24 | hgn._core._gn._edge_block._edge_model.1              | LeakyReLU                      | 0     
25 | hgn._core._gn._edge_block._edge_model.2              | Linear                         | 1 K   
26 | hgn._core._gn._edge_block._edge_model.3              | LeakyReLU                      | 0     
27 | hgn._core._gn._node_block                            | NodeBlock                      | 4 K   
28 | hgn._core._gn._node_block._node_model                | Sequential                     | 4 K   
29 | hgn._core._gn._node_block._node_model.0              | Linear                         | 3 K   
30 | hgn._core._gn._node_block._node_model.1              | LeakyReLU                      | 0     
31 | hgn._core._gn._node_block._node_model.2              | Linear                         | 1 K   
32 | hgn._core._gn._node_block._node_model.3              | LeakyReLU                      | 0     
33 | hgn._core._gn._node_block._received_edges_aggregator | ReceivedEdgesToNodesAggregator | 0     
34 | hgn._core._gn._global_block                          | GlobalBlock                    | 5 K   
35 | hgn._core._gn._global_block._global_model            | Sequential                     | 5 K   
36 | hgn._core._gn._global_block._global_model.0          | Linear                         | 4 K   
37 | hgn._core._gn._global_block._global_model.1          | LeakyReLU                      | 0     
38 | hgn._core._gn._global_block._global_model.2          | Linear                         | 1 K   
39 | hgn._core._gn._global_block._global_model.3          | LeakyReLU                      | 0     
40 | hgn._core._gn._global_block._edges_aggregator        | EdgesToGlobalsAggregator       | 0     
41 | hgn._core._gn._global_block._nodes_aggregator        | NodesToGlobalsAggregator       | 0     
42 | hgn._decoder                                         | MLPGraphIndependent            | 2 K   
43 | hgn._decoder._gn                                     | GraphIndependent               | 2 K   
44 | hgn._decoder._gn._global_model                       | Sequential                     | 2 K   
45 | hgn._decoder._gn._global_model.0                     | Linear                         | 1 K   
46 | hgn._decoder._gn._global_model.1                     | LeakyReLU                      | 0     
47 | hgn._decoder._gn._global_model.2                     | Linear                         | 1 K   
48 | hgn._decoder._gn._global_model.3                     | LeakyReLU                      | 0     
49 | hgn._output_transform                                | GraphIndependent               | 33    
50 | hgn._output_transform._global_model                  | Sequential                     | 33    
51 | hgn._output_transform._global_model.0                | Linear                         | 33    
52 | hgn._output_transform._global_model.1                | ReLU                           | 0     
2022-04-01 11:40:22 lightning    INFO     
Epoch 00000: val_loss reached 24.21031 (best 24.21031), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=0-val_loss=24.2103.ckpt as top 10
2022-04-01 11:40:49 lightning    INFO     
Epoch 00001: val_loss reached 23.59083 (best 23.59083), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=1-val_loss=23.5908.ckpt as top 10
2022-04-01 11:41:16 lightning    INFO     
Epoch 00002: val_loss reached 22.58803 (best 22.58803), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=2-val_loss=22.5880.ckpt as top 10
2022-04-01 11:41:42 lightning    INFO     
Epoch 00003: val_loss reached 26.33828 (best 22.58803), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=3-val_loss=26.3383.ckpt as top 10
2022-04-01 11:42:10 lightning    INFO     
Epoch 00004: val_loss reached 22.45961 (best 22.45961), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=4-val_loss=22.4596.ckpt as top 10
2022-04-01 11:42:36 lightning    INFO     
Epoch 00005: val_loss reached 25.75268 (best 22.45961), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=5-val_loss=25.7527.ckpt as top 10
2022-04-01 11:43:03 lightning    INFO     
Epoch 00006: val_loss reached 22.27378 (best 22.27378), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=6-val_loss=22.2738.ckpt as top 10
2022-04-01 11:43:30 lightning    INFO     
Epoch 00007: val_loss reached 22.84867 (best 22.27378), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=7-val_loss=22.8487.ckpt as top 10
2022-04-01 11:43:56 lightning    INFO     
Epoch 00008: val_loss reached 22.30562 (best 22.27378), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=8-val_loss=22.3056.ckpt as top 10
2022-04-01 11:44:23 lightning    INFO     
Epoch 00009: val_loss reached 22.01354 (best 22.01354), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=9-val_loss=22.0135.ckpt as top 10
2022-04-01 11:44:50 lightning    INFO     
Epoch 00010: val_loss reached 21.98212 (best 21.98212), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=10-val_loss=21.9821.ckpt as top 10
2022-04-01 11:45:17 lightning    INFO     
Epoch 00011: val_loss reached 22.40385 (best 21.98212), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=11-val_loss=22.4039.ckpt as top 10
2022-04-01 11:45:43 lightning    INFO     
Epoch 00012: val_loss reached 21.91540 (best 21.91540), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=12-val_loss=21.9154.ckpt as top 10
2022-04-01 11:46:10 lightning    INFO     
Epoch 00013: val_loss reached 4.47318 (best 4.47318), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=13-val_loss=4.4732.ckpt as top 10
2022-04-01 11:46:37 lightning    INFO     
Epoch 00014: val_loss reached 3.13519 (best 3.13519), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=14-val_loss=3.1352.ckpt as top 10
2022-04-01 11:47:04 lightning    INFO     
Epoch 00015: val_loss reached 3.52667 (best 3.13519), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=15-val_loss=3.5267.ckpt as top 10
2022-04-01 11:47:30 lightning    INFO     
Epoch 00016: val_loss reached 3.13052 (best 3.13052), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=16-val_loss=3.1305.ckpt as top 10
2022-04-01 11:47:57 lightning    INFO     
Epoch 00017: val_loss reached 3.06566 (best 3.06566), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=17-val_loss=3.0657.ckpt as top 10
2022-04-01 11:48:24 lightning    INFO     
Epoch 00018: val_loss reached 3.04413 (best 3.04413), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=18-val_loss=3.0441.ckpt as top 10
2022-04-01 11:48:51 lightning    INFO     
Epoch 00019: val_loss reached 3.08135 (best 3.04413), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=19-val_loss=3.0813.ckpt as top 10
2022-04-01 11:49:17 lightning    INFO     
Epoch 00020: val_loss reached 2.80948 (best 2.80948), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=20-val_loss=2.8095.ckpt as top 10
2022-04-01 11:49:44 lightning    INFO     
Epoch 00021: val_loss reached 3.16730 (best 2.80948), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_1/epoch=21-val_loss=3.1673.ckpt as top 10
2022-04-01 11:49:44 strips_hgn.torch_utils.lightning_callbacks INFO     Stopping training - elapsed time = 589.688248475999s, avg time per epoch = 26.80401129436359s
2022-04-01 11:49:44 strips_hgn.torch_utils.lightning_callbacks INFO     Stopping training - elapsed time = 589.6912717460073s, avg time per epoch = 26.804148715727603s
2022-04-01 11:49:44 strips_hgn.utils.timer INFO     Timer TrainSTRIPSHGNWorkflow.TotalTime stopped. Accumulated time: 589.72494s.
2022-04-01 11:49:44 strips_hgn.utils.timer INFO     Timer RunFoldTrainingTime stopped. Accumulated time: 589.72907s. Context: {'fold_idx': 1}
2022-04-01 11:49:44 train        INFO     Running training workflow for fold 3 out of 5
2022-04-01 11:49:44 strips_hgn.models.strips_hgn INFO     STRIPS-HGN hparams:
{
  "global_feature_mapper": "num_nodes_and_edges",
  "hyperedge_feature_mapper": "complex",
  "node_feature_mapper": "simple",
  "receiver_k": 3,
  "sender_k": 3,
  "hidden_size": 32
}
2022-04-01 11:49:44 strips_hgn.torch_utils.lightning_callbacks INFO     Early stopping patience = 999999 epochs, max training time set to 600s
2022-04-01 11:49:44 lightning    INFO     GPU available: False, used: False
2022-04-01 11:49:44 lightning    WARNING  No environment variable for node rank defined. Set as 0.
2022-04-01 11:49:44 strips_hgn.workflows.train_strips_hgn INFO     STRIPS-HGN total number of learnable parameters: 30401
2022-04-01 11:49:44 strips_hgn.workflows.train_strips_hgn INFO     Training dataloader size: 875, Validation dataloader size: 219
2022-04-01 11:49:44 strips_hgn.workflows.train_strips_hgn INFO     Max training 600 seconds or 9999 epochs, whichever is reached first
2022-04-01 11:49:44 lightning    INFO     
   | Name                                                 | Type                           | Params
----------------------------------------------------------------------------------------------------
0  | _criterion                                           | MSELoss                        | 0     
1  | hgn                                                  | EncodeProcessDecode            | 30 K  
2  | hgn._encoder                                         | MLPGraphIndependent            | 3 K   
3  | hgn._encoder._gn                                     | GraphIndependent               | 3 K   
4  | hgn._encoder._gn._edge_model                         | Sequential                     | 1 K   
5  | hgn._encoder._gn._edge_model.0                       | Linear                         | 128   
6  | hgn._encoder._gn._edge_model.1                       | LeakyReLU                      | 0     
7  | hgn._encoder._gn._edge_model.2                       | Linear                         | 1 K   
8  | hgn._encoder._gn._edge_model.3                       | LeakyReLU                      | 0     
9  | hgn._encoder._gn._node_model                         | Sequential                     | 1 K   
10 | hgn._encoder._gn._node_model.0                       | Linear                         | 96    
11 | hgn._encoder._gn._node_model.1                       | LeakyReLU                      | 0     
12 | hgn._encoder._gn._node_model.2                       | Linear                         | 1 K   
13 | hgn._encoder._gn._node_model.3                       | LeakyReLU                      | 0     
14 | hgn._encoder._gn._global_model                       | Sequential                     | 1 K   
15 | hgn._encoder._gn._global_model.0                     | Linear                         | 96    
16 | hgn._encoder._gn._global_model.1                     | LeakyReLU                      | 0     
17 | hgn._encoder._gn._global_model.2                     | Linear                         | 1 K   
18 | hgn._encoder._gn._global_model.3                     | LeakyReLU                      | 0     
19 | hgn._core                                            | MLPGraphNetwork                | 24 K  
20 | hgn._core._gn                                        | GraphNetwork                   | 24 K  
21 | hgn._core._gn._edge_block                            | EdgeBlock                      | 15 K  
22 | hgn._core._gn._edge_block._edge_model                | Sequential                     | 15 K  
23 | hgn._core._gn._edge_block._edge_model.0              | Linear                         | 14 K  
24 | hgn._core._gn._edge_block._edge_model.1              | LeakyReLU                      | 0     
25 | hgn._core._gn._edge_block._edge_model.2              | Linear                         | 1 K   
26 | hgn._core._gn._edge_block._edge_model.3              | LeakyReLU                      | 0     
27 | hgn._core._gn._node_block                            | NodeBlock                      | 4 K   
28 | hgn._core._gn._node_block._node_model                | Sequential                     | 4 K   
29 | hgn._core._gn._node_block._node_model.0              | Linear                         | 3 K   
30 | hgn._core._gn._node_block._node_model.1              | LeakyReLU                      | 0     
31 | hgn._core._gn._node_block._node_model.2              | Linear                         | 1 K   
32 | hgn._core._gn._node_block._node_model.3              | LeakyReLU                      | 0     
33 | hgn._core._gn._node_block._received_edges_aggregator | ReceivedEdgesToNodesAggregator | 0     
34 | hgn._core._gn._global_block                          | GlobalBlock                    | 5 K   
35 | hgn._core._gn._global_block._global_model            | Sequential                     | 5 K   
36 | hgn._core._gn._global_block._global_model.0          | Linear                         | 4 K   
37 | hgn._core._gn._global_block._global_model.1          | LeakyReLU                      | 0     
38 | hgn._core._gn._global_block._global_model.2          | Linear                         | 1 K   
39 | hgn._core._gn._global_block._global_model.3          | LeakyReLU                      | 0     
40 | hgn._core._gn._global_block._edges_aggregator        | EdgesToGlobalsAggregator       | 0     
41 | hgn._core._gn._global_block._nodes_aggregator        | NodesToGlobalsAggregator       | 0     
42 | hgn._decoder                                         | MLPGraphIndependent            | 2 K   
43 | hgn._decoder._gn                                     | GraphIndependent               | 2 K   
44 | hgn._decoder._gn._global_model                       | Sequential                     | 2 K   
45 | hgn._decoder._gn._global_model.0                     | Linear                         | 1 K   
46 | hgn._decoder._gn._global_model.1                     | LeakyReLU                      | 0     
47 | hgn._decoder._gn._global_model.2                     | Linear                         | 1 K   
48 | hgn._decoder._gn._global_model.3                     | LeakyReLU                      | 0     
49 | hgn._output_transform                                | GraphIndependent               | 33    
50 | hgn._output_transform._global_model                  | Sequential                     | 33    
51 | hgn._output_transform._global_model.0                | Linear                         | 33    
52 | hgn._output_transform._global_model.1                | ReLU                           | 0     
2022-04-01 11:50:12 lightning    INFO     
Epoch 00000: val_loss reached 74.71233 (best 74.71233), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=0-val_loss=74.7123.ckpt as top 10
2022-04-01 11:50:40 lightning    INFO     
Epoch 00001: val_loss reached 23.31928 (best 23.31928), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=1-val_loss=23.3193.ckpt as top 10
2022-04-01 11:51:07 lightning    INFO     
Epoch 00002: val_loss reached 11.62877 (best 11.62877), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=2-val_loss=11.6288.ckpt as top 10
2022-04-01 11:51:34 lightning    INFO     
Epoch 00003: val_loss reached 5.12210 (best 5.12210), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=3-val_loss=5.1221.ckpt as top 10
2022-04-01 11:52:01 lightning    INFO     
Epoch 00004: val_loss reached 6.87083 (best 5.12210), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=4-val_loss=6.8708.ckpt as top 10
2022-04-01 11:52:27 lightning    INFO     
Epoch 00005: val_loss reached 4.56891 (best 4.56891), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=5-val_loss=4.5689.ckpt as top 10
2022-04-01 11:52:54 lightning    INFO     
Epoch 00006: val_loss reached 4.38945 (best 4.38945), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=6-val_loss=4.3895.ckpt as top 10
2022-04-01 11:53:21 lightning    INFO     
Epoch 00007: val_loss reached 5.17089 (best 4.38945), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=7-val_loss=5.1709.ckpt as top 10
2022-04-01 11:53:48 lightning    INFO     
Epoch 00008: val_loss reached 4.73548 (best 4.38945), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=8-val_loss=4.7355.ckpt as top 10
2022-04-01 11:54:15 lightning    INFO     
Epoch 00009: val_loss reached 4.52417 (best 4.38945), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=9-val_loss=4.5242.ckpt as top 10
2022-04-01 11:54:41 lightning    INFO     
Epoch 00010: val_loss reached 4.95413 (best 4.38945), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=10-val_loss=4.9541.ckpt as top 10
2022-04-01 11:55:08 lightning    INFO     
Epoch 00011: val_loss reached 4.12719 (best 4.12719), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=11-val_loss=4.1272.ckpt as top 10
2022-04-01 11:55:35 lightning    INFO     
Epoch 00012: val_loss reached 4.05040 (best 4.05040), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=12-val_loss=4.0504.ckpt as top 10
2022-04-01 11:56:02 lightning    INFO     
Epoch 00013: val_loss reached 4.06277 (best 4.05040), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=13-val_loss=4.0628.ckpt as top 10
2022-04-01 11:56:28 lightning    INFO     
Epoch 00014: val_loss reached 4.11915 (best 4.05040), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=14-val_loss=4.1192.ckpt as top 10
2022-04-01 11:56:55 lightning    INFO     
Epoch 00015: val_loss  was not in top 10
2022-04-01 11:57:22 lightning    INFO     
Epoch 00016: val_loss reached 4.02196 (best 4.02196), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=16-val_loss=4.0220.ckpt as top 10
2022-04-01 11:57:48 lightning    INFO     
Epoch 00017: val_loss reached 4.62506 (best 4.02196), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=17-val_loss=4.6251.ckpt as top 10
2022-04-01 11:58:15 lightning    INFO     
Epoch 00018: val_loss reached 3.73278 (best 3.73278), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=18-val_loss=3.7328.ckpt as top 10
2022-04-01 11:58:42 lightning    INFO     
Epoch 00019: val_loss reached 4.29944 (best 3.73278), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=19-val_loss=4.2994.ckpt as top 10
2022-04-01 11:59:09 lightning    INFO     
Epoch 00020: val_loss  was not in top 10
2022-04-01 11:59:35 lightning    INFO     
Epoch 00021: val_loss reached 3.79215 (best 3.73278), saving model to /home/ubuntu/STRIPS-HGN/results/train-strips-hgn-2022-04-01T11:29:46.344012/fold_2/epoch=21-val_loss=3.7922.ckpt as top 10
2022-04-01 11:59:35 strips_hgn.torch_utils.lightning_callbacks INFO     Stopping training - elapsed time = 591.4992772869882s, avg time per epoch = 26.88633078577219s
2022-04-01 11:59:35 strips_hgn.torch_utils.lightning_callbacks INFO     Stopping training - elapsed time = 591.5024423279974s, avg time per epoch = 26.88647465127261s
